title_number,title_text,chapter_number,chapter_text,offense_section,offense_text,section_number,section_text,subsection_number,subsection_text
20,"Decedents, Estates And Fiduciaries",61,Estates,6107.1,Applicability of rule against perpetuities,6107,Income accumulations; disposition when invalidity occurs,1,Applicability of rule against perpetuities
20,"Decedents, Estates And Fiduciaries",61,Estates,6108,Designation of beneficiaries of insurance or employee death benefits not testamentary,6108,Designation of beneficiaries of insurance or employee death benefits not testamentary,NA,NA
20,"Decedents, Estates And Fiduciaries",61,Estates,6109,Combination of charitable trusts (Repealed),6109,Combination of charitable trusts (Repealed),NA,NA
20,"Decedents, Estates And Fiduciaries",61,Estates,6110,Administration of charitable interests (Deleted by amendment),6110,Administration of charitable interests (Deleted by amendment),NA,NA
20,"Decedents, Estates And Fiduciaries",61,Estates,6111,Conveyances to defeat marital rights (Repealed),6111,Conveyances to defeat marital rights (Repealed),NA,NA
20,"Decedents, Estates And Fiduciaries",61,Estates,6111.1,Modification by divorce or pending divorce,6111,Conveyances to defeat marital rights (Repealed),1,Modification by divorce or pending divorce
20,"Decedents, Estates And Fiduciaries",61,Estates,6111.2,Effect of divorce or pending divorce on designation of beneficiaries,6111,Conveyances to defeat marital rights (Repealed),2,Effect of divorce or pending divorce on designation of beneficiaries
20,"Decedents, Estates And Fiduciaries",61,Estates,6112,Spendthrift trusts (Deleted by amendment),6112,Spendthrift trusts (Deleted by amendment),NA,NA
20,"Decedents, Estates And Fiduciaries",61,Estates,6113,Limited estates in personalty and in the proceeds of the conversion of real estate,6113,Limited estates in personalty and in the proceeds of the conversion of real estate,NA,NA
20,"Decedents, Estates And Fiduciaries",61,Estates,6114,Rules of interpretation,6114,Rules of interpretation,NA,NA
20,"Decedents, Estates And Fiduciaries",61,Estates,6115,Estates pur autre vie,6115,Estates pur autre vie,NA,NA
20,"Decedents, Estates And Fiduciaries",61,Estates,6116,Estates in fee tail abolished,6116,Estates in fee tail abolished,NA,NA
20,"Decedents, Estates And Fiduciaries",61,Estates,6117,Rule in Shelley's case and doctrine of worthier title,6117,Rule in Shelley's case and doctrine of worthier title,NA,NA
20,"Decedents, Estates And Fiduciaries",61,Estates,6118,Invalidity of certain gifts (Repealed),6118,Invalidity of certain gifts (Repealed),NA,NA
20,"Decedents, Estates And Fiduciaries",62,Disclaimers,6201,Right to disclaim,6201,Right to disclaim,NA,NA
20,"Decedents, Estates And Fiduciaries",62,Disclaimers,6202,Disclaimers by fiduciaries or agents,6202,Disclaimers by fiduciaries or agents,NA,NA
20,"Decedents, Estates And Fiduciaries",62,Disclaimers,6203,Interests subject to disclaimer,6203,Interests subject to disclaimer,NA,NA
20,"Decedents, Estates And Fiduciaries",62,Disclaimers,6204,"Filing, delivery and recording",6204,"Filing, delivery and recording",NA,NA
20,"Decedents, Estates And Fiduciaries",62,Disclaimers,6205,Effect of disclaimer,6205,Effect of disclaimer,NA,NA
20,"Decedents, Estates And Fiduciaries",62,Disclaimers,6206,Bar to disclaimer,6206,Bar to disclaimer,NA,NA
20,"Decedents, Estates And Fiduciaries",62,Disclaimers,6207,Other statutes,6207,Other statutes,NA,NA
20,"Decedents, Estates And Fiduciaries",63,Multiple-Party Accounts,6301,Definitions,6301,Definitions,NA,NA
20,"Decedents, Estates And Fiduciaries",63,Multiple-Party Accounts,6302,Applicability of chapter,6302,Applicability of chapter,NA,NA
20,"Decedents, Estates And Fiduciaries",63,Multiple-Party Accounts,6303,Ownership during lifetime,6303,Ownership during lifetime,NA,NA
20,"Decedents, Estates And Fiduciaries",63,Multiple-Party Accounts,6304,Right of survivorship,6304,Right of survivorship,NA,NA
20,"Decedents, Estates And Fiduciaries",63,Multiple-Party Accounts,6305,Form of account,6305,Form of account,NA,NA
20,"Decedents, Estates And Fiduciaries",63,Multiple-Party Accounts,6306,Accounts and transfers nontestamentary,6306,Accounts and transfers nontestamentary,NA,NA
20,"Decedents, Estates And Fiduciaries",64,Transfer on Death Security Registration,6401,Definitions,6401,Definitions,NA,NA
20,"Decedents, Estates And Fiduciaries",64,Transfer on Death Security Registration,6402,Registration in beneficiary form,6402,Registration in beneficiary form,NA,NA
20,"Decedents, Estates And Fiduciaries",64,Transfer on Death Security Registration,6403,Law applicable to registration,6403,Law applicable to registration,NA,NA
20,"Decedents, Estates And Fiduciaries",64,Transfer on Death Security Registration,6404,Origination of registration in beneficiary form,6404,Origination of registration in beneficiary form,NA,NA
20,"Decedents, Estates And Fiduciaries",64,Transfer on Death Security Registration,6405,Form of registration in beneficiary form,6405,Form of registration in beneficiary form,NA,NA
20,"Decedents, Estates And Fiduciaries",64,Transfer on Death Security Registration,6406,Effect of registration in beneficiary form,6406,Effect of registration in beneficiary form,NA,NA
20,"Decedents, Estates And Fiduciaries",64,Transfer on Death Security Registration,6407,Ownership on death of owner,6407,Ownership on death of owner,NA,NA
20,"Decedents, Estates And Fiduciaries",64,Transfer on Death Security Registration,6408,Protection of registering entity,6408,Protection of registering entity,NA,NA
20,"Decedents, Estates And Fiduciaries",64,Transfer on Death Security Registration,6409,Nontestamentary transfer on death,6409,Nontestamentary transfer on death,NA,NA
20,"Decedents, Estates And Fiduciaries",64,Transfer on Death Security Registration,6410,"Terms, conditions and forms for registration",6410,"Terms, conditions and forms for registration",NA,NA
20,"Decedents, Estates And Fiduciaries",64,Transfer on Death Security Registration,6411,Transfers of securities and security accounts,6411,Transfers of securities and security accounts,NA,NA
20,"Decedents, Estates And Fiduciaries",64,Transfer on Death Security Registration,6412,Construction of chapter,6412,Construction of chapter,NA,NA
20,"Decedents, Estates And Fiduciaries",64,Transfer on Death Security Registration,6413,Application of chapter,6413,Application of chapter,NA,NA
20,"Decedents, Estates And Fiduciaries",72,Prudent Investor Rule,7201,Definitions,7201,Definitions,NA,NA
20,"Decedents, Estates And Fiduciaries",72,Prudent Investor Rule,7202,Default rule,7202,Default rule,NA,NA
20,"Decedents, Estates And Fiduciaries",72,Prudent Investor Rule,7203,Prudent investor rule,7203,Prudent investor rule,NA,NA
20,"Decedents, Estates And Fiduciaries",72,Prudent Investor Rule,7204,Diversification,7204,Diversification,NA,NA
20,"Decedents, Estates And Fiduciaries",72,Prudent Investor Rule,7205,Retention of inception assets,7205,Retention of inception assets,NA,NA
20,"Decedents, Estates And Fiduciaries",72,Prudent Investor Rule,7206,Delegation,7206,Delegation,NA,NA
20,"Decedents, Estates And Fiduciaries",72,Prudent Investor Rule,7207,Retention of cash; temporary investments,7207,Retention of cash; temporary investments,NA,NA
20,"Decedents, Estates And Fiduciaries",72,Prudent Investor Rule,7208,Life insurance,7208,Life insurance,NA,NA
20,"Decedents, Estates And Fiduciaries",72,Prudent Investor Rule,7209,Mutual funds,7209,Mutual funds,NA,NA
20,"Decedents, Estates And Fiduciaries",72,Prudent Investor Rule,7210,Common trust fund and mortgage investment fund,7210,Common trust fund and mortgage investment fund,NA,NA
20,"Decedents, Estates And Fiduciaries",72,Prudent Investor Rule,7211,Further investment authority,7211,Further investment authority,NA,NA
20,"Decedents, Estates And Fiduciaries",72,Prudent Investor Rule,7212,Degree of care,7212,Degree of care,NA,NA
20,"Decedents, Estates And Fiduciaries",72,Prudent Investor Rule,7213,Judgment of fiduciary's decisions,7213,Judgment of fiduciary's decisions,NA,NA
20,"Decedents, Estates And Fiduciaries",72,Prudent Investor Rule,7214,Language invoking chapter,7214,Language invoking chapter,NA,NA
20,"Decedents, Estates And Fiduciaries",73,Municipalities Investments,7301,Definition of fiduciary,7301,Definition of fiduciary,NA,NA
20,"Decedents, Estates And Fiduciaries",73,Municipalities Investments,7302,Authorized investments; in general,7302,Authorized investments; in general,NA,NA
20,"Decedents, Estates And Fiduciaries",73,Municipalities Investments,7303,Government obligations,7303,Government obligations,NA,NA
20,"Decedents, Estates And Fiduciaries",73,Municipalities Investments,7304,Obligations of Federal organizations,7304,Obligations of Federal organizations,NA,NA
20,"Decedents, Estates And Fiduciaries",73,Municipalities Investments,7305,Obligations of Pennsylvania governmental organizations,7305,Obligations of Pennsylvania governmental organizations,NA,NA
20,"Decedents, Estates And Fiduciaries",73,Municipalities Investments,7306,"Obligations of governmental organizations existing pursuant to the laws of Pennsylvania,",7306,"Obligations of governmental organizations existing pursuant to the laws of Pennsylvania,",NA,NA
20,"Decedents, Estates And Fiduciaries",73,Municipalities Investments,7307,Corporate bonds,7307,Corporate bonds,NA,NA
20,"Decedents, Estates And Fiduciaries",73,Municipalities Investments,7308,Mortgages,7308,Mortgages,NA,NA
20,"Decedents, Estates And Fiduciaries",73,Municipalities Investments,7309,Fractional interests,7309,Fractional interests,NA,NA
20,"Decedents, Estates And Fiduciaries",73,Municipalities Investments,7310,Stocks,7310,Stocks,NA,NA
20,"Decedents, Estates And Fiduciaries",73,Municipalities Investments,7310.1,Further investment authority,7310,Stocks,1,Further investment authority
20,"Decedents, Estates And Fiduciaries",73,Municipalities Investments,7311,Real estate,7311,Real estate,NA,NA
20,"Decedents, Estates And Fiduciaries",73,Municipalities Investments,7312,Ground rent,7312,Ground rent,NA,NA
20,"Decedents, Estates And Fiduciaries",73,Municipalities Investments,7313,Interest-bearing deposit,7313,Interest-bearing deposit,NA,NA
20,"Decedents, Estates And Fiduciaries",73,Municipalities Investments,7314,Common trust fund and mortgage investment fund,7314,Common trust fund and mortgage investment fund,NA,NA
20,"Decedents, Estates And Fiduciaries",73,Municipalities Investments,7314.1,Mutual funds,7314,Common trust fund and mortgage investment fund,1,Mutual funds
20,"Decedents, Estates And Fiduciaries",73,Municipalities Investments,7315,Retention of investments,7315,Retention of investments,NA,NA
20,"Decedents, Estates And Fiduciaries",73,Municipalities Investments,7315.1,Retention of cash; temporary investments,7315,Retention of investments,1,Retention of cash; temporary investments
20,"Decedents, Estates And Fiduciaries",73,Municipalities Investments,7316,"Life insurance, building and loan shares, and similar assets",7316,"Life insurance, building and loan shares, and similar assets",NA,NA
20,"Decedents, Estates And Fiduciaries",73,Municipalities Investments,7317,Investments which become unauthorized,7317,Investments which become unauthorized,NA,NA
20,"Decedents, Estates And Fiduciaries",73,Municipalities Investments,7318,Court direction,7318,Court direction,NA,NA
20,"Decedents, Estates And Fiduciaries",73,Municipalities Investments,7319,Directions of testator or settlor,7319,Directions of testator or settlor,NA,NA
20,"Decedents, Estates And Fiduciaries",75,Limitations on Exercise of Trustee Powers and Powers of Beneficiaries to Appoint Trustees,7501,Legislative intent,7501,Legislative intent,NA,NA
20,"Decedents, Estates And Fiduciaries",75,Limitations on Exercise of Trustee Powers and Powers of Beneficiaries to Appoint Trustees,7502,Definitions,7502,Definitions,NA,NA
20,"Decedents, Estates And Fiduciaries",75,Limitations on Exercise of Trustee Powers and Powers of Beneficiaries to Appoint Trustees,7503,Application of chapter,7503,Application of chapter,NA,NA
20,"Decedents, Estates And Fiduciaries",75,Limitations on Exercise of Trustee Powers and Powers of Beneficiaries to Appoint Trustees,7504,Certain trustee powers not exercisable,7504,Certain trustee powers not exercisable,NA,NA
20,"Decedents, Estates And Fiduciaries",75,Limitations on Exercise of Trustee Powers and Powers of Beneficiaries to Appoint Trustees,7505,Joint powers and appointment of nondisqualified substituted trustees,7505,Joint powers and appointment of nondisqualified substituted trustees,NA,NA
20,"Decedents, Estates And Fiduciaries",75,Limitations on Exercise of Trustee Powers and Powers of Beneficiaries to Appoint Trustees,7506,Certain powers of beneficiaries not exercisable,7506,Certain powers of beneficiaries not exercisable,NA,NA
20,"Decedents, Estates And Fiduciaries",76,Powers of Appointment,7601,Definitions,7601,Definitions,NA,NA
20,"Decedents, Estates And Fiduciaries",76,Powers of Appointment,7602,Exercise of powers of appointment,7602,Exercise of powers of appointment,NA,NA
20,"Decedents, Estates And Fiduciaries",76,Powers of Appointment,7603,Contract to exercise power,7603,Contract to exercise power,NA,NA
20,"Decedents, Estates And Fiduciaries",76,Powers of Appointment,7604,Manner of appointment,7604,Manner of appointment,NA,NA
20,"Decedents, Estates And Fiduciaries",76,Powers of Appointment,7605,Antilapse provision,7605,Antilapse provision,NA,NA
20,"Decedents, Estates And Fiduciaries",76,Powers of Appointment,7606,Partially effective exercise,7606,Partially effective exercise,NA,NA
20,"Decedents, Estates And Fiduciaries",77,Trusts,7701,Short title of chapter - UTC 101,7701,Short title of chapter - UTC 101,NA,NA
20,"Decedents, Estates And Fiduciaries",77,Trusts,7702,Scope of chapter - UTC 102,7702,Scope of chapter - UTC 102,NA,NA
20,"Decedents, Estates And Fiduciaries",77,Trusts,7703,Definitions - UTC 103,7703,Definitions - UTC 103,NA,NA
20,"Decedents, Estates And Fiduciaries",77,Trusts,7704,Knowledge - UTC 104,7704,Knowledge - UTC 104,NA,NA
20,"Decedents, Estates And Fiduciaries",77,Trusts,7705,Trust instrument controls; mandatory rules - UTC 105,7705,Trust instrument controls; mandatory rules - UTC 105,NA,NA
20,"Decedents, Estates And Fiduciaries",77,Trusts,7706,Common law of trusts; principles of equity - UTC 106,7706,Common law of trusts; principles of equity - UTC 106,NA,NA
20,"Decedents, Estates And Fiduciaries",77,Trusts,7707,Governing law - UTC 107,7707,Governing law - UTC 107,NA,NA
20,"Decedents, Estates And Fiduciaries",77,Trusts,7708,Situs of trust,7708,Situs of trust,NA,NA
